User_ID,Country,Continent,Age,Gender,Daily_Screen_Time_Hours,Social_Media_Usage_Hours,App_Notifications_Received,Screen_Unlocks_Per_Day,Sleep_Hours,Sleep_Quality,Stress_Level,Productivity_Score,IFA,Frecuencia_Desbloqueo
U02492,Japan,Asia,44,Male,4.3,2.3,80,43,6.3,Poor,4,72,16.272015425848522,Rara vez
U02494,Pakistan,Asia,24,Female,5.6,2.6,93,107,7.7,Poor,3,42,26.21993487189563,Frecuentemente
U02500,USA,North America,38,Other,4.8,3.0,402,194,4.0,Poor,4,41,25.310397881105985,Siempre
U02507,Germany,Europe,43,Other,6.7,2.9,489,136,8.1,Average,6,42,32.96387220304844,Frecuentemente
U02509,Germany,Europe,37,Male,5.6,3.5,121,195,7.7,Poor,6,46,29.55744209169089,Siempre
U02510,India,Asia,59,Female,8.5,0.9,453,48,3.5,Poor,3,22,33.08047253394032,Rara vez
U02521,Brazil,South America,62,Male,6.1,3.5,329,32,9.7,Good,10,46,21.328696124945527,Rara vez
U02530,Australia,Oceania,41,Male,3.9,0.6,365,60,4.4,Good,5,59,16.032408070275913,Rara vez
U02533,Brazil,South America,21,Other,3.6,4.1,412,105,5.8,Good,7,53,16.78838073880344,Frecuentemente
U02535,Brazil,South America,33,Female,6.6,1.4,177,136,4.7,Poor,2,56,32.47187411046562,Frecuentemente
U02540,China,Asia,23,Female,6.7,1.0,449,73,5.1,Good,9,30,28.837236124467942,Frecuentemente
U02551,Pakistan,Asia,26,Male,10.6,4.2,285,121,5.5,Poor,1,28,50.92262307417252,Frecuentemente
U02562,China,Asia,52,Male,4.7,1.3,328,95,9.2,Average,5,69,21.45243649989883,Frecuentemente
U02563,Pakistan,Asia,19,Male,3.6,4.3,366,79,8.1,Poor,1,71,15.775295884825972,Frecuentemente
U02569,Canada,North America,36,Female,1.9,3.6,236,144,6.0,Average,4,97,9.45579411059909,Siempre
U02572,UK,Europe,28,Female,4.8,4.4,101,48,6.7,Poor,7,56,18.680737430931007,Rara vez
U02584,Brazil,South America,19,Male,7.7,3.9,476,62,6.8,Poor,1,35,31.9021373932148,Rara vez
U02589,USA,North America,48,Female,4.6,1.5,470,182,6.7,Good,5,63,23.963636303070537,Siempre
U02596,Australia,Oceania,61,Female,5.5,2.6,57,140,2.4,Average,1,50,27.218179397079926,Frecuentemente
U02609,Japan,Asia,62,Other,7.9,1.7,408,100,6.3,Average,3,36,36.45945208304595,Frecuentemente
U02614,Germany,Europe,34,Other,6.4,3.8,73,129,7.4,Average,4,41,31.152220482915727,Frecuentemente
U02626,Japan,Asia,21,Female,8.1,1.7,395,50,4.2,Average,2,33,31.84778762506704,Rara vez
U02635,USA,North America,21,Male,3.2,4.1,463,63,6.8,Good,7,75,13.30842586675095,Rara vez
U02637,UK,Europe,25,Male,9.7,3.1,311,31,7.6,Poor,6,33,33.617638257157346,Rara vez
U02638,Germany,Europe,64,Other,7.1,4.4,344,147,7.2,Poor,3,50,35.48020714372521,Siempre
U02639,Australia,Oceania,39,Male,7.6,2.8,169,190,5.8,Poor,4,51,39.917278053154384,Siempre
U02644,China,Asia,65,Male,0.1,2.0,431,170,7.4,Average,7,100,0.514166355650266,Siempre
U02649,India,Asia,15,Male,8.1,4.4,59,197,7.9,Average,1,40,42.83496294862573,Siempre
U02662,Pakistan,Asia,64,Male,6.7,2.5,261,86,5.8,Poor,5,32,29.92158439498571,Frecuentemente
U02663,Japan,Asia,59,Other,4.4,3.6,389,144,4.9,Poor,5,61,21.897628466650527,Siempre
U02664,Brazil,South America,19,Other,6.9,3.8,286,126,8.0,Poor,2,54,33.42489089656428,Frecuentemente
U02667,Canada,North America,16,Female,5.1,1.6,477,170,2.4,Poor,2,66,26.222484138163566,Siempre
U02670,UK,Europe,36,Male,4.8,1.9,267,196,7.1,Poor,4,69,25.359377897942345,Siempre
U02672,USA,North America,21,Female,5.9,4.2,449,166,6.7,Average,3,35,30.196163493258858,Siempre
U02678,USA,North America,16,Female,6.4,2.5,234,105,6.7,Good,7,34,29.84601020231723,Frecuentemente
U02681,India,Asia,56,Male,7.3,1.1,496,68,7.2,Average,5,28,30.908977483559994,Rara vez
U02683,Canada,North America,57,Female,5.5,4.3,118,45,7.3,Poor,3,44,21.057527680690022,Rara vez
U02684,UK,Europe,65,Other,9.1,2.2,168,149,6.0,Good,4,36,45.596781176275925,Siempre
U02687,Australia,Oceania,59,Male,4.2,1.4,259,73,4.3,Average,4,72,18.077073391457514,Frecuentemente
U02688,Pakistan,Asia,38,Female,2.3,3.5,215,98,8.8,Poor,5,84,10.568775655309556,Frecuentemente
U02690,Canada,North America,16,Female,4.6,1.6,51,59,8.9,Good,3,65,18.83398498622166,Rara vez
U02695,Pakistan,Asia,60,Female,6.2,2.9,392,121,6.7,Average,6,29,29.784930477346194,Frecuentemente
U02696,Brazil,South America,29,Female,8.0,4.0,210,46,9.7,Poor,5,21,30.801180813680467,Rara vez
U02703,Pakistan,Asia,55,Female,4.5,1.2,397,173,5.8,Average,3,61,23.21574884646538,Siempre
U02704,USA,North America,31,Male,9.6,3.4,133,71,7.7,Average,4,18,41.05599474255413,Frecuentemente
U02709,Pakistan,Asia,37,Male,4.5,2.7,196,30,4.2,Average,5,62,15.452942420183158,Rara vez
U02711,China,Asia,23,Male,8.0,0.9,486,141,7.9,Average,2,40,39.64661646081009,Siempre
U02712,Australia,Oceania,53,Other,8.9,4.3,222,186,6.8,Poor,4,29,46.556866690005826,Siempre
U02713,Australia,Oceania,31,Male,3.7,3.3,322,106,8.7,Average,1,76,17.28946668750905,Frecuentemente
U02721,China,Asia,29,Female,7.7,1.7,143,41,7.8,Poor,6,51,28.780056060781938,Rara vez
U02724,UK,Europe,52,Female,5.8,2.5,320,103,5.9,Good,4,34,26.93746721501996,Frecuentemente
U02727,India,Asia,45,Female,5.3,2.4,490,36,10.5,Good,7,64,19.13786493701439,Rara vez
U02729,UK,Europe,24,Male,5.8,2.8,283,108,7.9,Average,6,62,27.20981771692903,Frecuentemente
U02730,China,Asia,54,Male,5.6,3.7,226,47,5.8,Good,4,73,21.67872566108419,Rara vez
U02737,Canada,North America,57,Male,4.9,1.9,259,186,8.1,Good,1,74,25.63243222258748,Siempre
U02740,Pakistan,Asia,16,Other,6.9,3.4,180,94,6.7,Poor,7,28,31.421750552043733,Frecuentemente
U02741,Australia,Oceania,23,Male,9.3,1.0,102,58,8.9,Poor,8,32,37.921098228323196,Rara vez
U02744,India,Asia,60,Other,3.9,0.7,276,60,8.1,Average,7,68,16.032408070275913,Rara vez
U02746,Brazil,South America,52,Other,5.5,0.8,293,46,8.0,Good,4,47,21.17581180940532,Rara vez
U02747,Japan,Asia,43,Male,1.8,0.8,427,136,5.3,Poor,2,78,8.855965666490626,Frecuentemente
U02751,Brazil,South America,55,Other,5.0,3.2,99,87,6.9,Poor,2,32,22.386684072391034,Frecuentemente
U02756,Japan,Asia,34,Other,5.2,3.4,462,72,4.9,Poor,4,56,22.310389093971633,Frecuentemente
U02763,UK,Europe,24,Other,9.1,2.8,443,39,10.2,Average,4,23,33.56880303243682,Rara vez
U02768,China,Asia,22,Male,7.9,3.3,112,187,7.5,Average,3,30,41.3678915063566,Siempre
U02770,India,Asia,55,Other,6.1,3.0,488,57,7.1,Poor,3,48,24.768702364333155,Rara vez
U02771,India,Asia,46,Male,7.4,1.6,104,33,6.7,Good,8,40,26.095067882159597,Rara vez
U02775,Pakistan,Asia,54,Other,5.4,2.4,401,123,5.1,Poor,2,54,26.029520454267203,Frecuentemente
U02779,Japan,Asia,54,Male,3.1,4.2,250,96,6.2,Average,6,67,14.181604033360488,Frecuentemente
U02780,Brazil,South America,45,Other,7.6,1.9,264,158,6.3,Good,6,34,38.52367193687376,Siempre
U02793,USA,North America,31,Other,7.6,4.3,147,118,8.0,Average,4,29,36.32133854764762,Frecuentemente
U02807,Brazil,South America,46,Male,4.3,4.3,170,189,5.9,Good,7,55,22.56220351029009,Siempre
U02808,Germany,Europe,64,Male,4.7,4.3,384,170,10.8,Poor,4,53,24.165818715562505,Siempre
U02810,Japan,Asia,50,Female,7.5,4.0,159,38,8.0,Good,5,30,27.47671234597235,Rara vez
U02814,USA,North America,34,Female,5.1,1.3,367,95,4.1,Poor,2,61,23.278175776485963,Frecuentemente
U02815,Germany,Europe,29,Other,11.0,2.7,260,128,8.5,Poor,4,17,53.45793644797839,Frecuentemente
U02818,Japan,Asia,56,Male,4.0,2.4,496,49,6.9,Average,1,57,15.648092021712584,Rara vez
U02827,Germany,Europe,56,Other,6.0,2.9,365,134,8.3,Average,3,51,29.43164867063058,Frecuentemente
U02834,India,Asia,34,Male,4.8,4.0,290,47,8.1,Good,4,61,18.58176485235788,Rara vez
U02842,UK,Europe,60,Other,8.5,1.1,202,188,9.8,Good,3,33,44.55484962800696,Siempre
U02843,USA,North America,57,Other,5.9,3.9,364,105,5.3,Poor,5,55,27.514290655261195,Frecuentemente
U02852,Australia,Oceania,46,Other,4.0,1.7,273,150,7.8,Good,5,52,20.069119347259697,Siempre
U02857,Pakistan,Asia,38,Male,2.6,2.9,244,164,5.1,Average,6,94,13.27545823214151,Siempre
U02858,India,Asia,21,Male,4.4,0.8,196,144,7.1,Average,4,61,21.897628466650527,Siempre
U02864,India,Asia,50,Other,5.9,1.6,252,65,7.6,Good,5,44,24.71896297795591,Rara vez
U02866,Pakistan,Asia,51,Other,8.2,0.7,258,172,7.9,Poor,4,32,42.25699107488179,Siempre
U02868,India,Asia,63,Male,6.6,3.3,342,39,7.0,Poor,6,32,24.346604397151978,Rara vez
U02886,India,Asia,45,Male,5.0,4.2,108,44,7.7,Average,5,51,19.033312448851596,Rara vez
U02894,Canada,North America,27,Male,7.9,1.6,402,104,9.9,Good,5,49,36.766286766244434,Frecuentemente
U02901,Brazil,South America,17,Female,2.6,1.9,158,94,4.4,Good,5,87,11.840079918161406,Frecuentemente
U02907,Germany,Europe,32,Female,4.2,1.4,456,139,10.4,Good,3,63,20.754898174959077,Frecuentemente
U02908,Pakistan,Asia,23,Other,3.4,4.1,280,51,7.2,Poor,1,79,13.434228643176853,Rara vez
U02915,Germany,Europe,62,Female,7.7,0.6,72,88,8.9,Average,2,56,34.56250004693747,Frecuentemente
U02922,UK,Europe,26,Other,6.0,3.3,436,116,7.0,Poor,5,53,28.573043608786538,Frecuentemente
U02929,UK,Europe,26,Female,8.0,3.1,306,183,5.6,Good,7,54,41.71948606087189,Siempre
U02933,Brazil,South America,28,Female,7.2,2.7,295,115,8.5,Good,6,53,34.22584937596582,Frecuentemente
U02940,UK,Europe,55,Male,8.5,1.3,364,179,3.7,Average,4,13,44.14013323256679,Siempre
U02947,Canada,North America,39,Other,6.0,0.9,197,167,6.3,Poor,1,64,30.743783876419553,Siempre
U02958,Canada,North America,63,Female,9.1,2.9,186,145,7.9,Average,1,41,45.35082025754586,Siempre
U02963,Japan,Asia,27,Other,8.4,1.3,262,90,5.7,Good,6,37,37.89121985474154,Frecuentemente
U02966,Australia,Oceania,38,Other,4.8,3.5,223,190,9.9,Good,1,73,25.210912454623823,Siempre
U02968,Australia,Oceania,33,Other,6.0,0.7,454,79,9.1,Average,3,40,26.292159808043287,Frecuentemente
U02970,Germany,Europe,56,Male,7.7,1.1,377,66,6.1,Poor,6,41,32.376133169310435,Rara vez
U02971,Brazil,South America,63,Male,9.6,4.2,81,62,9.1,Average,3,12,39.77409337335871,Rara vez
U02976,Pakistan,Asia,65,Male,10.9,2.2,289,124,3.8,Poor,2,1,52.62861973659509,Frecuentemente
U02978,Pakistan,Asia,60,Female,6.2,0.7,219,161,11.2,Poor,6,62,31.54309727844078,Siempre
U02994,China,Asia,45,Female,6.6,3.8,332,119,8.1,Average,4,24,31.597445502361502,Frecuentemente
U02995,Germany,Europe,47,Female,8.9,3.8,286,101,8.2,Poor,6,37,41.16225803823001,Frecuentemente
U02996,Brazil,South America,61,Male,3.7,0.6,470,162,8.5,Poor,4,66,18.84687574298502,Siempre
U03000,Japan,Asia,24,Female,4.6,0.8,404,193,5.2,Average,4,58,24.232147531691307,Siempre
U03009,UK,Europe,26,Other,5.5,3.2,400,91,5.7,Good,7,50,24.869837173769724,Frecuentemente
U03010,UK,Europe,50,Other,9.6,3.9,314,30,5.4,Good,5,30,32.966277163057406,Rara vez
U03011,Australia,Oceania,20,Other,4.2,3.6,228,72,8.2,Good,2,56,18.019929652823244,Frecuentemente
U03012,Germany,Europe,37,Male,9.6,3.7,287,46,6.8,Average,1,19,36.96141697641656,Rara vez
U03018,Germany,Europe,59,Other,9.0,3.6,307,120,6.9,Poor,6,19,43.162114910370676,Frecuentemente
U03020,Australia,Oceania,22,Other,7.4,1.9,304,51,6.3,Good,4,31,29.239203517502567,Rara vez
U03025,Canada,North America,38,Female,6.3,3.9,493,142,6.6,Poor,7,34,31.265921170637412,Siempre
U03027,Brazil,South America,19,Other,6.9,2.0,231,104,6.0,Average,7,49,32.11232641608691,Frecuentemente
U03030,Pakistan,Asia,63,Other,7.8,2.1,343,55,7.9,Good,7,54,31.397743187734168,Rara vez
U03036,Canada,North America,43,Female,4.1,4.4,423,88,6.7,Good,4,78,18.40340911590177,Frecuentemente
U03039,Germany,Europe,35,Female,3.8,4.3,233,198,7.4,Average,4,60,20.11455833395307,Siempre
U03046,Canada,North America,33,Female,6.1,1.6,320,38,6.5,Average,5,35,22.347726041390843,Rara vez
U03048,Germany,Europe,39,Female,6.5,3.2,467,160,7.4,Average,5,42,33.02912837239901,Siempre
U03051,Germany,Europe,32,Other,6.4,1.8,103,144,6.8,Poor,4,42,31.851095951491676,Siempre
U03053,Pakistan,Asia,60,Male,8.2,1.4,367,76,8.0,Good,6,40,35.619204459200205,Frecuentemente
U03059,China,Asia,26,Male,7.1,4.1,205,174,5.5,Average,4,36,36.66998041485695,Siempre
U03067,Germany,Europe,30,Other,3.7,0.6,285,32,7.7,Poor,4,74,12.937077977425977,Rara vez
U03068,Brazil,South America,51,Male,6.7,3.3,398,134,6.7,Average,5,51,32.86534101553748,Frecuentemente
U03071,China,Asia,18,Male,2.3,3.4,73,198,9.6,Poor,6,74,12.174601096866331,Siempre
U03072,USA,North America,22,Other,6.2,1.8,114,33,3.8,Average,6,57,21.863435252620203,Rara vez
U03084,Japan,Asia,24,Male,4.9,3.8,354,124,7.0,Average,7,67,23.65873731278128,Frecuentemente
U03102,Brazil,South America,23,Male,2.6,3.7,117,156,5.2,Good,4,69,13.146239093905601,Siempre
U03105,UK,Europe,28,Other,6.6,2.7,214,32,7.0,Poor,4,54,23.076949905678767,Rara vez
U03112,China,Asia,55,Male,7.6,1.8,187,75,6.9,Average,2,34,32.91357338617611,Frecuentemente
U03128,Japan,Asia,24,Female,10.7,4.5,79,35,7.0,Average,7,0,38.343652641480375,Rara vez
U03136,Germany,Europe,16,Male,4.2,1.9,389,183,5.1,Good,1,70,21.902730181957743,Siempre
U03146,Japan,Asia,63,Female,7.5,4.5,265,149,9.1,Good,8,36,37.579764705721914,Siempre
U03153,USA,North America,57,Female,4.6,2.9,292,157,7.7,Good,3,81,23.287937151924044,Siempre
U03155,India,Asia,64,Female,4.7,2.7,478,73,4.9,Average,5,49,20.2291059380596,Frecuentemente
U03160,Canada,North America,51,Female,8.1,1.9,85,191,5.6,Average,5,38,42.58571251342503,Siempre
U03169,Brazil,South America,26,Other,5.7,3.3,427,132,7.8,Poor,8,57,27.874990030863998,Frecuentemente
U03176,Canada,North America,24,Female,8.3,1.9,426,48,6.1,Good,6,51,32.3021084743182,Rara vez
U03179,UK,Europe,31,Other,7.0,1.7,456,169,4.4,Average,2,48,35.950589059351834,Siempre
U03181,Canada,North America,32,Male,7.5,3.0,218,180,9.2,Average,5,53,38.98872773449369,Siempre
U03186,India,Asia,50,Female,6.2,3.5,418,112,5.0,Good,2,57,29.309804476016513,Frecuentemente
U03187,China,Asia,65,Other,5.9,0.6,198,94,7.1,Average,4,55,26.86787366044319,Frecuentemente
U03198,China,Asia,27,Male,5.6,3.4,287,189,5.5,Good,7,64,29.38333480409872,Siempre
U03199,Canada,North America,48,Other,6.2,1.2,61,198,6.6,Poor,6,48,32.818489913291856,Siempre
U03201,India,Asia,51,Other,6.0,0.9,192,81,7.2,Poor,3,40,26.440315483585522,Frecuentemente
U03204,Brazil,South America,23,Other,4.7,2.6,111,107,7.5,Good,4,52,22.006016767483835,Frecuentemente
U03221,Australia,Oceania,38,Female,7.9,3.3,290,34,5.0,Average,4,34,28.087249685766366,Rara vez
U03230,Pakistan,Asia,56,Male,5.9,4.2,316,170,4.7,Poor,5,52,30.335814983365697,Siempre
U03231,USA,North America,44,Male,9.2,0.5,342,126,7.2,Good,5,6,44.566521195419035,Frecuentemente
U03234,Germany,Europe,35,Other,7.7,0.9,346,147,9.0,Poor,8,31,38.47853450798368,Siempre
U03240,USA,North America,31,Female,3.2,1.8,399,125,8.1,Good,4,86,15.476102102244731,Frecuentemente
U03241,Germany,Europe,57,Female,7.8,1.6,179,82,6.3,Good,3,22,34.466956740813465,Frecuentemente
U03259,Australia,Oceania,19,Male,5.2,1.3,238,50,5.7,Good,4,58,20.445493290166496,Rara vez
U03260,Brazil,South America,31,Other,7.8,1.2,89,156,9.1,Average,6,39,39.4387172817168,Siempre
U03263,Brazil,South America,62,Other,7.9,0.6,334,152,8.9,Average,5,44,39.74045957900024,Siempre
U03264,USA,North America,51,Female,4.2,3.7,315,47,6.1,Poor,3,61,16.259044245813143,Rara vez
U03265,UK,Europe,55,Other,9.3,2.8,462,167,6.6,Poor,10,33,47.65286500845031,Siempre
U03273,Japan,Asia,16,Male,6.3,1.0,487,80,7.4,Average,5,49,27.685029674436365,Frecuentemente
U03275,China,Asia,15,Other,3.7,3.6,391,140,8.5,Good,6,51,18.310411594399223,Frecuentemente
U03276,Canada,North America,54,Female,8.0,3.1,201,48,6.8,Good,3,28,31.13456238488501,Rara vez
U03293,China,Asia,20,Female,4.1,4.0,249,136,7.8,Good,3,64,20.17192179589531,Frecuentemente
U03294,Brazil,South America,42,Female,6.4,3.0,105,101,3.7,Good,6,35,29.599826005019334,Frecuentemente
U03296,Canada,North America,27,Other,5.4,4.5,86,41,5.9,Good,1,64,20.183415938730192,Rara vez
U03297,Canada,North America,38,Other,7.6,3.2,350,77,8.1,Average,3,39,33.11098708284089,Frecuentemente
U03298,Brazil,South America,41,Male,7.1,3.7,82,100,6.5,Poor,5,46,32.76735566957294,Frecuentemente
U03299,UK,Europe,60,Male,5.3,1.8,413,57,4.9,Average,8,68,21.52034795589602,Rara vez
U03301,Brazil,South America,40,Male,5.2,2.2,440,115,7.8,Poor,4,67,24.718668993753095,Frecuentemente
U03305,Australia,Oceania,46,Female,6.7,2.5,357,168,7.5,Good,3,56,34.370321389984596,Siempre
U03310,Canada,North America,16,Male,3.1,2.0,418,40,8.6,Poor,4,75,11.512073406783355,Rara vez
U03318,Germany,Europe,43,Male,10.3,1.4,132,46,7.9,Average,2,30,39.6565202976136,Rara vez
U03327,China,Asia,50,Other,5.9,2.2,102,129,7.1,Average,4,43,28.718453257687937,Frecuentemente
U03336,Germany,Europe,31,Other,6.2,0.5,266,130,8.0,Poor,8,30,30.22622340384714,Frecuentemente
U03338,UK,Europe,41,Other,4.5,1.0,313,140,5.3,Average,7,47,22.26941950670176,Frecuentemente
U03342,Australia,Oceania,45,Other,9.0,3.6,472,194,5.5,Average,5,23,47.45699602707372,Siempre
U03343,Japan,Asia,49,Female,6.6,0.8,280,87,8.5,Good,5,57,29.550422975556163,Frecuentemente
U03349,UK,Europe,45,Male,6.7,1.1,446,103,7.7,Good,8,39,31.117419024247198,Frecuentemente
U03350,Canada,North America,40,Male,2.2,3.3,120,104,4.7,Good,2,71,10.238712770346552,Frecuentemente
U03362,UK,Europe,34,Male,4.2,4.4,50,98,8.8,Average,3,71,19.29950337056528,Frecuentemente
U03369,India,Asia,38,Female,8.5,1.3,281,125,7.8,Poor,6,40,41.108396209087566,Frecuentemente
U03375,USA,North America,43,Male,6.7,4.0,120,180,6.7,Good,2,57,34.82993010948103,Siempre
U03378,Canada,North America,18,Male,4.8,2.5,482,135,6.1,Good,4,45,23.58074345153305,Frecuentemente
U03379,Australia,Oceania,51,Male,7.6,3.7,204,145,8.1,Average,7,39,37.875410324983356,Siempre
U03381,China,Asia,19,Male,5.3,1.0,166,46,9.6,Poor,4,54,20.40578228906331,Rara vez
U03382,Pakistan,Asia,44,Female,2.8,2.7,74,134,8.7,Good,7,64,13.734769379627602,Frecuentemente
U03385,UK,Europe,34,Male,7.9,1.6,144,54,6.9,Good,7,31,31.657932163336525,Rara vez
U03388,Pakistan,Asia,58,Male,7.7,2.5,216,108,8.2,Average,8,45,36.123378693164405,Frecuentemente
U03389,China,Asia,59,Male,3.7,4.0,414,154,6.3,Good,7,77,18.660672932601216,Siempre
U03390,Canada,North America,59,Other,4.8,4.5,212,183,4.8,Average,2,66,25.03169163652313,Siempre
U03391,UK,Europe,33,Male,4.3,3.4,226,180,7.8,Poor,3,61,22.353537234443053,Siempre
U03395,UK,Europe,60,Female,5.2,4.2,333,169,5.0,Average,3,62,26.706151872661362,Siempre
U03399,Brazil,South America,25,Male,9.8,1.2,87,60,8.5,Good,6,18,40.286563868898455,Rara vez
U03413,UK,Europe,40,Other,5.5,2.3,450,31,6.1,Good,1,54,19.061547465398498,Rara vez
U03414,Pakistan,Asia,65,Female,2.0,1.2,348,144,7.7,Poor,3,85,9.953467484841148,Siempre
U03415,India,Asia,34,Male,5.5,2.3,82,74,7.8,Average,4,59,23.746184624449704,Frecuentemente
U03421,USA,North America,17,Female,9.6,1.3,450,198,9.1,Poor,6,7,50.81572631735512,Siempre
U03427,UK,Europe,20,Male,5.1,4.4,451,63,8.3,Good,4,59,21.210303725134324,Rara vez
U03428,Germany,Europe,54,Female,5.8,3.2,199,157,7.9,Poor,7,39,29.36305119155641,Siempre
U03430,India,Asia,28,Male,7.4,4.2,286,194,6.7,Poor,2,44,39.020196733371726,Siempre
U03438,Brazil,South America,40,Other,4.2,1.7,434,80,4.7,Average,6,64,18.456686449624247,Frecuentemente
U03440,Japan,Asia,45,Other,6.1,3.0,365,34,7.3,Poor,1,64,21.68762317508542,Rara vez
U03443,Pakistan,Asia,18,Female,5.2,1.9,231,186,4.8,Good,7,50,27.20176480764385,Siempre
U03444,Brazil,South America,55,Female,10.1,2.5,52,196,10.3,Good,3,10,53.36035766025368,Siempre
U03448,Pakistan,Asia,49,Female,5.9,1.5,76,146,8.7,Good,5,62,29.443552261994544,Siempre
U03455,Brazil,South America,53,Other,3.8,1.5,300,103,5.4,Average,6,59,17.648685416737216,Frecuentemente
U03457,Australia,Oceania,43,Female,4.4,3.6,450,40,7.2,Good,5,55,16.339717093498955,Rara vez
U03461,UK,Europe,35,Male,6.0,1.9,90,117,6.7,Poor,6,51,28.62410774679399,Frecuentemente
U03464,Germany,Europe,38,Male,9.6,3.7,250,59,7.9,Average,9,24,39.30570779733216,Rara vez
U03472,Germany,Europe,65,Female,6.2,2.9,291,154,4.4,Poor,8,61,31.269235724899332,Siempre
U03476,USA,North America,41,Male,10.7,0.7,440,133,6.9,Average,4,20,52.40688585947475,Frecuentemente
U03483,Canada,North America,58,Female,6.5,2.4,210,132,6.7,Average,4,55,31.7872693334414,Frecuentemente
U03496,Canada,North America,17,Female,8.2,0.8,412,139,4.4,Poor,5,42,40.52146786539629,Frecuentemente
U03497,India,Asia,43,Other,6.9,1.7,475,195,7.6,Good,6,53,36.418991148690566,Siempre
U03498,Australia,Oceania,27,Female,9.0,3.2,333,154,9.0,Average,4,24,45.39082605227322,Siempre
U03502,Australia,Oceania,16,Male,8.2,1.8,168,51,5.8,Poor,3,36,32.4001984923677,Rara vez
U03507,Japan,Asia,47,Other,4.0,2.6,207,146,6.9,Poor,10,86,19.961730347114944,Siempre
U03510,Japan,Asia,56,Other,3.4,2.2,462,74,7.7,Average,7,66,14.679459586023453,Frecuentemente
U03512,Canada,North America,33,Other,4.5,1.7,397,62,8.0,Good,2,78,18.644106268761895,Rara vez
U03513,Pakistan,Asia,29,Other,7.6,4.5,173,171,6.9,Poor,6,25,39.12095802378224,Siempre
U03514,Germany,Europe,54,Other,5.8,1.1,189,82,8.7,Average,4,53,25.62927552522027,Frecuentemente
U03517,UK,Europe,56,Female,4.7,3.7,290,47,7.0,Average,3,63,18.194644751267088,Rara vez
U03518,Pakistan,Asia,31,Female,6.1,4.1,438,133,6.5,Good,6,57,29.876822779700557,Frecuentemente
U03526,USA,North America,60,Male,4.2,2.4,186,97,8.3,Poor,5,76,19.256863410416404,Frecuentemente
U03530,Pakistan,Asia,54,Female,4.2,4.5,239,104,8.7,Good,9,49,19.546633470661597,Frecuentemente
U03541,Canada,North America,44,Other,4.6,1.0,317,103,7.7,Poor,3,59,21.364198136050312,Frecuentemente
U03545,India,Asia,50,Male,6.1,1.1,221,80,7.0,Poor,6,55,26.806139843501878,Frecuentemente
U03549,Brazil,South America,58,Other,6.0,1.3,415,115,8.9,Poor,4,65,28.521541146638185,Frecuentemente
U03553,Germany,Europe,53,Male,4.2,2.9,148,139,8.2,Average,1,50,20.754898174959077,Frecuentemente
U03558,China,Asia,50,Female,5.0,0.8,133,143,11.8,Good,7,62,24.849066497880003,Siempre
U03559,USA,North America,64,Male,4.2,3.1,106,182,4.7,Good,1,58,21.87984184193397,Siempre
U03565,Canada,North America,64,Male,6.7,1.7,190,37,7.3,Poor,4,32,24.371827270166783,Rara vez
U03566,Germany,Europe,26,Male,6.0,0.8,105,107,5.2,Good,3,53,28.09278736274532,Frecuentemente
U03568,India,Asia,33,Other,7.2,0.9,212,118,9.5,Average,3,27,34.40968915040301,Frecuentemente
U03570,Brazil,South America,51,Female,6.2,3.9,208,97,5.4,Average,3,57,28.42679836775755,Frecuentemente
U03576,Canada,North America,24,Male,9.7,2.5,129,54,8.2,Good,2,28,38.87113189675497,Rara vez
U03594,USA,North America,33,Female,2.5,4.2,317,170,7.9,Poor,7,78,12.85415889125665,Siempre
U03612,Australia,Oceania,16,Other,5.7,3.4,192,48,6.4,Poor,1,62,22.18337569923057,Rara vez
U03618,China,Asia,16,Female,6.6,2.2,290,169,7.1,Poor,3,61,33.89626968453173,Siempre
U03630,China,Asia,62,Other,4.3,1.5,439,168,7.5,Average,6,80,22.058564474169216,Siempre
U03635,USA,North America,36,Female,6.1,4.2,219,61,4.9,Good,6,42,25.17551974877506,Rara vez
U03655,Japan,Asia,53,Female,6.7,2.4,72,117,8.3,Average,4,33,31.963586983919956,Frecuentemente
U03662,Pakistan,Asia,39,Male,8.1,1.0,112,92,7.0,Good,3,29,36.714055894541374,Frecuentemente
U03674,USA,North America,21,Other,7.2,1.5,384,120,7.4,Average,3,38,34.529691928296536,Frecuentemente
U03676,Japan,Asia,63,Male,5.3,1.0,447,128,8.8,Poor,5,52,25.75700574311686,Frecuentemente
U03682,USA,North America,62,Other,6.0,3.4,109,79,4.9,Average,5,57,26.292159808043287,Frecuentemente
U03685,Pakistan,Asia,27,Other,5.0,3.0,499,196,8.5,Poor,7,65,26.41601864368994,Siempre
U03696,UK,Europe,51,Female,2.9,2.5,413,37,5.4,Average,6,76,10.548999863206518,Rara vez
U03698,UK,Europe,27,Male,9.3,3.0,183,187,7.8,Good,6,26,48.698910254318534,Siempre
U03705,Germany,Europe,31,Other,7.8,0.6,423,126,8.2,Poor,4,35,37.78465927437701,Frecuentemente
U03710,Pakistan,Asia,25,Female,6.5,2.1,338,92,5.3,Average,4,51,29.461896705496166,Frecuentemente
U03722,Germany,Europe,16,Other,10.1,3.0,140,32,8.5,Poor,7,4,35.31472637081145,Rara vez
U03724,Australia,Oceania,33,Male,7.1,1.4,318,168,8.5,Average,8,53,36.42228087595382,Siempre
